detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
False,,,,,,,,,0.0,349,11.645
False,,,,,,,,,0.0,350,11.6783
False,,,,,,,,,0.0,351,11.7117
False,,,,,,,,,0.0,352,11.7451
False,,,,,,,,,0.0,353,11.7784
False,,,,,,,,,0.0,354,11.8118
False,,,,,,,,,0.0,355,11.8452
False,,,,,,,,,0.0,356,11.8785
False,,,,,,,,,0.0,357,11.9119
False,,,,,,,,,0.0,358,11.9453
False,,,,,,,,,0.0,359,11.9786
False,,,,,,,,,0.0,360,12.012
False,,,,,,,,,0.0,361,12.0454
False,,,,,,,,,0.0,362,12.0787
False,,,,,,,,,0.0,363,12.1121
False,,,,,,,,,0.0,364,12.1455
False,,,,,,,,,0.0,365,12.1788
False,,,,,,,,,0.0,366,12.2122
False,,,,,,,,,0.0,367,12.2456
False,,,,,,,,,0.0,368,12.2789
False,,,,,,,,,0.0,369,12.3123
False,,,,,,,,,0.0,370,12.3457
False,,,,,,,,,0.0,371,12.379
False,,,,,,,,,0.0,372,12.4124
False,,,,,,,,,0.0,373,12.4458
False,,,,,,,,,0.0,374,12.4791
False,,,,,,,,,0.0,375,12.5125
False,,,,,,,,,0.0,376,12.5459
False,,,,,,,,,0.0,377,12.5792
False,,,,,,,,,0.0,378,12.6126
False,,,,,,,,,0.0,379,12.646
False,,,,,,,,,0.0,380,12.6793
False,,,,,,,,,0.0,381,12.7127
False,,,,,,,,,0.0,382,12.7461
False,,,,,,,,,0.0,383,12.7794
False,,,,,,,,,0.0,384,12.8128
False,,,,,,,,,0.0,385,12.8462
False,,,,,,,,,0.0,386,12.8795
False,,,,,,,,,0.0,387,12.9129
False,,,,,,,,,0.0,388,12.9463
False,,,,,,,,,0.0,389,12.9796
False,,,,,,,,,0.0,390,13.013
False,,,,,,,,,0.0,391,13.0464
False,,,,,,,,,0.0,392,13.0797
False,,,,,,,,,0.0,393,13.1131
False,,,,,,,,,0.0,394,13.1465
False,,,,,,,,,0.0,395,13.1798
False,,,,,,,,,0.0,396,13.2132
False,,,,,,,,,0.0,397,13.2466
False,,,,,,,,,0.0,398,13.2799
False,,,,,,,,,0.0,399,13.3133
False,,,,,,,,,0.0,400,13.3467
False,,,,,,,,,0.0,401,13.38
False,,,,,,,,,0.0,402,13.4134
False,,,,,,,,,0.0,403,13.4468
False,,,,,,,,,0.0,404,13.4801
False,,,,,,,,,0.0,405,13.5135
False,,,,,,,,,0.0,406,13.5469
False,,,,,,,,,0.0,407,13.5802
False,,,,,,,,,0.0,408,13.6136
False,,,,,,,,,0.0,409,13.647
False,,,,,,,,,0.0,410,13.6803
False,,,,,,,,,0.0,411,13.7137
True,422.13,207.36,0.70827,0.617143,392.95,153.85,451.3,260.87,0.5953,412,13.7471
True,411.94,202.65,0.691175,0.603136,357.93,119.83,465.95,285.48,0.54,413,13.7804
True,436.02,136.25,0.73157,0.405501,398.23,73.29,473.8,199.2,0.5931,414,13.8138
False,,,,,,,,,0.0,415,13.8472
False,,,,,,,,,0.0,416,13.8805
False,,,,,,,,,0.0,417,13.9139
False,,,,,,,,,0.0,418,13.9473
False,,,,,,,,,0.0,419,13.9806
False,,,,,,,,,0.0,420,14.014
False,,,,,,,,,0.0,421,14.0474
False,,,,,,,,,0.0,422,14.0807
False,,,,,,,,,0.0,423,14.1141
False,,,,,,,,,0.0,424,14.1475
True,473.11,125.79,0.793812,0.374367,429.6,68.78,516.62,182.79,0.6119,425,14.1808
True,466.41,209.04,0.782566,0.622129,433.48,154.52,499.34,263.55,0.5245,426,14.2142
False,,,,,,,,,0.0,427,14.2476
False,,,,,,,,,0.0,428,14.2809
False,,,,,,,,,0.0,429,14.3143
False,,,,,,,,,0.0,430,14.3477
True,447.26,204.85,0.75043,0.609676,405.16,152.56,489.35,257.14,0.4888,431,14.381
True,451.42,144.9,0.75741,0.431263,410.87,91.95,491.96,197.86,0.4399,432,14.4144
False,,,,,,,,,0.0,433,14.4478
False,,,,,,,,,0.0,434,14.4811
False,,,,,,,,,0.0,435,14.5145
False,,,,,,,,,0.0,436,14.5479
False,,,,,,,,,0.0,437,14.5812
False,,,,,,,,,0.0,438,14.6146
False,,,,,,,,,0.0,439,14.648
False,,,,,,,,,0.0,440,14.6813
False,,,,,,,,,0.0,441,14.7147
True,457.22,145.58,0.767142,0.433282,418.23,89.5,496.2,201.67,0.3534,442,14.7481
True,453.4,215.54,0.760739,0.641486,414.4,152.71,492.4,278.37,0.5311,443,14.7814
False,,,,,,,,,0.0,444,14.8148
True,459.95,307.07,0.771737,0.913907,427.77,282.17,492.14,331.97,0.5356,445,14.8482
False,,,,,,,,,0.0,446,14.8815
False,,,,,,,,,0.0,447,14.9149
False,,,,,,,,,0.0,448,14.9483
