detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,1076.68,870.66,0.560773,0.80617,983.31,791.75,1170.06,949.58,0.624,172,5.7333,1076.0,791.0
True,1081.09,879.22,0.563066,0.814091,1000.88,810.7,1161.29,947.73,0.6097,173,5.7667,1081.0,810.0
True,1075.67,869.02,0.560244,0.80465,979.53,786.86,1171.81,951.19,0.6072,174,5.8,1075.0,786.0
True,1077.72,868.77,0.561315,0.804415,983.04,787.43,1172.41,950.11,0.5895,175,5.8333,1077.0,787.0
True,1078.41,864.48,0.561672,0.800444,988.08,781.47,1168.74,947.49,0.6179,176,5.8667,1078.0,781.0
True,1078.43,864.82,0.561682,0.800763,988.56,781.87,1168.3,947.78,0.6222,177,5.9,1078.0,781.0
True,1078.59,859.34,0.561766,0.795682,984.66,770.94,1172.52,947.73,0.6373,178,5.9333,1078.0,770.0
True,1078.46,854.71,0.5617,0.791403,978.8,762.54,1178.13,946.89,0.6914,179,5.9667,1078.0,762.0
True,1079.95,851.59,0.562474,0.788512,978.21,754.81,1181.69,948.37,0.6226,180,6.0,1079.0,754.0
True,1077.9,851.59,0.561406,0.788507,970.55,754.43,1185.25,948.75,0.5554,181,6.0333,1077.0,754.0
True,1041.02,630.71,0.542198,0.583994,863.62,479.71,1218.42,781.72,0.61,182,6.0667,1041.0,479.0
True,1030.95,628.17,0.536953,0.581641,860.67,469.59,1201.23,786.75,0.726,183,6.1,1030.0,469.0
True,1090.07,610.47,0.567745,0.565252,950.11,440.56,1230.03,780.39,0.4967,184,6.1333,1090.0,440.0
True,1047.03,602.0,0.545326,0.557406,934.13,459.2,1159.92,744.8,0.3389,185,6.1667,1047.0,459.0
True,1047.12,602.03,0.545374,0.557438,934.15,459.15,1160.09,744.92,0.3381,186,6.2,1047.0,459.0
True,1013.36,630.61,0.527793,0.583903,863.61,480.04,1163.11,781.19,0.731,187,6.2333,1013.0,480.0
True,1051.88,646.19,0.547855,0.598322,818.29,475.44,1285.48,816.94,0.4849,188,6.2667,1051.0,475.0
True,1019.31,630.41,0.530892,0.583717,823.3,470.86,1215.32,789.97,0.7633,189,6.3,1019.0,470.0
True,940.14,647.71,0.489654,0.599736,755.59,486.0,1124.68,809.43,0.737,190,6.3333,940.0,486.0
True,99.28,334.86,0.051707,0.310052,1.4,226.44,197.15,443.27,0.5658,191,6.3667,99.0,226.0
True,99.71,335.02,0.05193,0.310201,1.4,226.71,198.01,443.32,0.5618,192,6.4,99.0,226.0
True,971.8,635.64,0.506144,0.588553,822.55,483.28,1121.04,787.99,0.6963,193,6.4333,971.0,483.0
True,965.53,635.71,0.502882,0.588621,786.05,467.19,1145.02,804.23,0.6248,194,6.4667,965.0,467.0
True,945.43,657.4,0.492409,0.608703,751.48,457.6,1139.37,857.2,0.7549,195,6.5,945.0,457.0
True,924.94,633.54,0.481738,0.586614,779.57,464.63,1070.3,802.46,0.7806,196,6.5333,924.0,464.0
True,911.85,648.49,0.474924,0.600455,744.41,466.36,1079.3,830.62,0.8503,197,6.5667,911.0,466.0
True,911.95,648.44,0.474974,0.600407,744.87,466.43,1079.03,830.45,0.8503,198,6.6,911.0,466.0
True,915.1,660.48,0.476617,0.611558,748.76,467.83,1081.45,853.14,0.7037,199,6.6333,915.0,467.0
True,921.83,659.98,0.480118,0.611095,737.54,466.99,1106.11,852.98,0.7601,200,6.6667,921.0,466.0
True,904.75,633.9,0.471227,0.586946,738.27,464.86,1071.24,802.95,0.7018,201,6.7,904.0,464.0
True,902.86,661.54,0.47024,0.612539,725.72,461.55,1080.0,861.53,0.7094,202,6.7333,902.0,461.0
True,909.19,643.74,0.473535,0.596058,717.69,468.43,1100.68,819.05,0.6135,203,6.7667,909.0,468.0
True,908.67,643.63,0.473263,0.595954,717.78,468.37,1099.56,818.89,0.6207,204,6.8,908.0,468.0
True,863.51,655.22,0.449746,0.606687,692.7,482.83,1034.32,827.61,0.6491,205,6.8333,863.0,482.0
True,887.11,667.77,0.462035,0.618303,692.83,476.09,1081.38,859.44,0.879,206,6.8667,887.0,476.0
True,859.94,654.41,0.447887,0.605934,694.28,474.16,1025.61,834.66,0.7778,207,6.9,859.0,474.0
True,833.09,655.76,0.433901,0.607189,677.76,479.41,988.42,832.12,0.8926,208,6.9333,833.0,479.0
True,835.39,661.66,0.435101,0.612646,685.27,475.78,985.52,847.53,0.8882,209,6.9667,835.0,475.0
True,834.86,661.9,0.434822,0.612867,684.99,475.84,984.73,847.96,0.8875,210,7.0,834.0,475.0
True,829.69,654.8,0.432129,0.606299,661.64,477.44,997.73,832.16,0.8543,211,7.0333,829.0,477.0
True,811.4,650.48,0.422603,0.602301,649.64,472.2,973.15,828.77,0.818,212,7.0667,811.0,472.0
True,799.84,602.07,0.416582,0.557472,660.53,479.29,939.14,724.85,0.6898,213,7.1,799.0,479.0
True,811.65,603.63,0.422735,0.558914,650.08,473.02,973.23,734.24,0.7739,214,7.1333,811.0,473.0
True,794.17,605.47,0.413629,0.560617,648.0,483.49,940.33,727.44,0.7991,215,7.1667,794.0,483.0
True,793.58,605.49,0.413322,0.560636,648.07,483.43,939.09,727.54,0.7973,216,7.2,793.0,483.0
True,789.55,669.9,0.411222,0.620276,615.43,467.54,963.66,872.25,0.73,217,7.2333,789.0,467.0
True,762.38,657.03,0.397074,0.608362,592.4,476.55,932.36,837.51,0.8293,218,7.2667,762.0,476.0
True,756.61,655.34,0.394066,0.606793,601.4,483.22,911.82,827.45,0.8006,219,7.3,756.0,483.0
True,750.32,664.21,0.390793,0.615009,579.44,477.24,921.2,851.18,0.7928,220,7.3333,750.0,477.0
True,746.33,700.5,0.388715,0.648612,574.54,481.76,918.13,919.24,0.6643,221,7.3667,746.0,481.0
True,746.2,700.32,0.388643,0.648442,574.4,481.81,917.99,918.82,0.6629,222,7.4,746.0,481.0
True,732.59,624.98,0.381557,0.578685,566.73,477.93,898.45,772.03,0.6346,223,7.4333,732.0,477.0
True,709.04,670.81,0.369292,0.621122,546.9,488.95,871.18,852.67,0.5715,224,7.4667,709.0,488.0
True,700.28,648.43,0.36473,0.600402,549.44,480.78,851.13,816.09,0.5625,225,7.5,700.0,480.0
True,695.82,612.87,0.362407,0.567475,544.17,468.18,847.47,757.56,0.5793,226,7.5333,695.0,468.0
True,690.37,611.58,0.359569,0.566282,551.2,480.68,829.54,742.49,0.508,227,7.5667,690.0,480.0
True,692.65,613.75,0.360754,0.568284,550.63,478.22,834.66,749.27,0.5009,228,7.6,692.0,478.0
True,684.6,621.58,0.356562,0.575537,519.67,476.94,849.53,766.22,0.6564,229,7.6333,684.0,476.0
True,690.55,616.1,0.359663,0.570467,509.15,469.62,871.96,762.59,0.7588,230,7.6667,690.0,469.0
True,656.04,622.25,0.341688,0.576155,504.84,482.3,807.24,762.2,0.5775,231,7.7,656.0,482.0
True,658.58,619.82,0.34301,0.573903,502.73,487.3,814.43,752.34,0.7508,232,7.7333,658.0,487.0
True,640.28,640.94,0.333482,0.593462,475.08,482.79,805.49,799.09,0.6921,233,7.7667,640.0,482.0
True,640.57,640.8,0.333629,0.593336,475.21,482.81,805.92,798.8,0.6906,234,7.8,640.0,482.0
True,623.58,622.77,0.324781,0.576637,462.07,486.26,785.09,759.28,0.7295,235,7.8333,623.0,486.0
True,617.13,627.7,0.321424,0.581202,462.06,480.65,772.2,774.74,0.6914,236,7.8667,617.0,480.0
True,611.24,628.82,0.318356,0.582239,454.76,489.6,767.73,768.03,0.7347,237,7.9,611.0,489.0
True,593.31,654.87,0.309014,0.606363,433.88,484.89,752.73,824.85,0.767,238,7.9333,593.0,484.0
True,608.61,621.04,0.316986,0.57504,448.76,503.51,768.46,738.58,0.6985,239,7.9667,608.0,503.0
True,608.76,621.25,0.31706,0.575229,448.82,503.29,768.69,739.21,0.6928,240,8.0,608.0,503.0
True,606.08,619.28,0.315665,0.573411,438.46,485.97,773.69,752.59,0.7358,241,8.0333,606.0,485.0
True,587.29,656.89,0.305881,0.608227,404.38,478.55,770.21,835.22,0.6274,242,8.0667,587.0,478.0
True,596.48,608.33,0.310666,0.563265,406.7,459.11,786.25,757.54,0.5529,243,8.1,596.0,459.0
True,564.79,627.07,0.294163,0.580618,410.4,497.56,719.19,756.58,0.4876,244,8.1333,564.0,497.0
