detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,334.79,164.15,0.561733,0.488538,315.64,134.86,353.94,193.44,0.4889,186,6.2062,334.0,134.0
True,334.45,167.91,0.561161,0.499731,316.27,142.26,352.64,193.56,0.3668,187,6.2396,334.0,142.0
True,338.74,167.15,0.568349,0.497456,306.69,135.8,370.79,198.49,0.5155,188,6.2729,338.0,135.0
True,335.99,168.95,0.563748,0.502833,304.99,139.59,366.99,198.32,0.6198,189,6.3063,335.0,139.0
True,337.31,156.49,0.565951,0.465732,304.0,117.08,370.61,195.89,0.62,190,6.3397,337.0,117.0
True,484.36,114.81,0.81268,0.341693,436.48,34.6,532.24,195.02,0.2793,192,6.4064,484.0,34.0
True,338.31,167.42,0.567626,0.498285,307.45,138.1,369.16,196.75,0.3925,194,6.4731,338.0,138.0
True,338.19,167.71,0.567438,0.499149,307.28,138.7,369.1,196.72,0.3434,195,6.5065,338.0,138.0
True,337.45,158.72,0.566197,0.472378,303.11,121.53,371.79,195.91,0.6301,196,6.5399,337.0,121.0
True,481.53,113.15,0.807941,0.33677,435.35,37.05,527.71,189.26,0.3869,197,6.5732,481.0,37.0
True,334.85,163.86,0.561826,0.48768,314.97,133.33,354.72,194.39,0.2522,199,6.64,334.0,133.0
True,334.69,168.1,0.561558,0.500302,302.84,137.63,366.53,198.58,0.3104,200,6.6733,334.0,137.0
True,333.72,167.69,0.559927,0.499079,303.83,139.51,363.6,195.87,0.5093,202,6.7401,333.0,139.0
True,334.82,172.05,0.561783,0.512044,321.84,150.76,347.81,193.33,0.253,204,6.8068,334.0,150.0
True,334.81,171.73,0.561757,0.511093,321.72,150.14,347.89,193.31,0.2934,205,6.8402,334.0,150.0
True,333.47,167.11,0.559506,0.497344,299.82,135.39,367.11,198.83,0.3871,206,6.8735,333.0,135.0
True,333.87,168.93,0.560179,0.502766,299.81,137.45,367.92,200.41,0.2941,207,6.9069,333.0,137.0
True,331.13,168.18,0.555592,0.500548,299.55,137.74,362.71,198.63,0.593,208,6.9403,331.0,137.0
True,336.25,149.51,0.564184,0.444957,301.25,97.24,371.26,201.77,0.31,209,6.9736,336.0,97.0
True,335.22,170.65,0.562454,0.507895,320.53,147.25,349.91,194.06,0.3739,212,7.0737,335.0,147.0
True,334.06,168.71,0.560511,0.5021,300.32,137.31,367.81,200.11,0.3146,213,7.1071,334.0,137.0
True,335.61,168.9,0.56311,0.50267,303.46,138.62,367.76,199.17,0.447,214,7.1405,335.0,138.0
True,333.79,166.78,0.560048,0.496383,302.43,136.73,365.15,196.84,0.5707,215,7.1738,333.0,136.0
True,333.88,144.51,0.560195,0.430086,299.69,92.06,368.06,196.96,0.6757,216,7.2072,333.0,92.0
True,336.97,174.34,0.565384,0.518872,307.05,148.69,366.88,199.99,0.4882,220,7.3407,336.0,148.0
True,331.22,173.99,0.555745,0.51784,299.73,147.81,362.72,200.18,0.5279,221,7.374,331.0,147.0
True,334.31,160.82,0.560924,0.478634,297.71,122.99,370.91,198.65,0.599,222,7.4074,334.0,122.0
True,345.67,170.99,0.579991,0.508912,311.82,141.87,379.53,200.11,0.3598,226,7.5409,345.0,141.0
True,345.27,172.71,0.579319,0.514005,312.51,145.68,378.03,199.73,0.3785,227,7.5742,345.0,145.0
True,342.15,160.22,0.574085,0.476842,305.4,121.8,378.91,198.64,0.3338,228,7.6076,342.0,121.0
True,349.7,144.2,0.586753,0.429176,308.01,91.23,391.4,197.17,0.5411,229,7.641,349.0,91.0
True,334.6,170.96,0.561417,0.508817,318.45,147.63,350.76,194.3,0.2673,230,7.6743,334.0,147.0
True,344.72,152.15,0.578392,0.452827,299.52,107.14,389.92,197.16,0.6206,231,7.7077,344.0,107.0
True,340.14,166.12,0.570705,0.494413,310.49,136.86,369.79,195.38,0.3885,234,7.8078,340.0,136.0
True,340.74,152.06,0.571705,0.452546,300.08,106.77,381.39,197.34,0.657,235,7.8412,340.0,106.0
True,334.36,173.02,0.561015,0.514948,317.64,151.59,351.09,194.45,0.4249,236,7.8745,334.0,151.0
True,339.18,184.16,0.569093,0.548097,304.95,155.66,373.41,212.66,0.2501,238,7.9413,339.0,155.0
True,335.34,178.34,0.562659,0.530779,304.37,150.29,366.32,206.39,0.4312,239,7.9746,335.0,150.0
True,337.13,162.68,0.565662,0.484177,305.46,129.87,368.81,195.5,0.4854,240,8.008,337.0,129.0
True,335.16,148.96,0.562341,0.443332,300.81,100.33,369.5,197.59,0.5788,241,8.0414,335.0,100.0
True,334.93,169.61,0.56196,0.504787,316.23,143.52,353.63,195.69,0.3331,247,8.2416,334.0,143.0
True,335.15,170.67,0.562327,0.507961,317.5,145.77,352.79,195.58,0.3992,248,8.2749,335.0,145.0
True,334.73,171.01,0.561632,0.508968,317.44,146.7,352.03,195.33,0.4043,249,8.3083,334.0,146.0
True,334.46,170.56,0.561168,0.507625,317.49,146.93,351.42,194.19,0.4645,250,8.3417,334.0,146.0
True,333.83,173.29,0.560111,0.515756,320.06,152.52,347.59,194.07,0.5847,251,8.375,333.0,152.0
True,333.73,173.36,0.559956,0.515945,319.79,152.69,347.67,194.03,0.6086,252,8.4084,333.0,152.0
True,104.37,94.98,0.175118,0.282686,47.37,65.41,161.37,124.55,0.6367,253,8.4418,104.0,65.0
True,103.9,94.86,0.174331,0.282326,47.34,65.49,160.46,124.24,0.6554,254,8.4751,103.0,65.0
True,103.68,94.94,0.173959,0.282571,47.14,65.56,160.22,124.33,0.6544,255,8.5085,103.0,65.0
True,103.96,94.89,0.174423,0.28241,47.31,65.54,160.6,124.24,0.6632,256,8.5419,103.0,65.0
True,104.2,95.02,0.174831,0.282789,47.35,65.69,161.05,124.35,0.649,257,8.5752,104.0,65.0
True,103.96,95.47,0.174422,0.28414,47.16,66.24,160.75,124.7,0.6531,258,8.6086,103.0,66.0
True,103.53,95.92,0.173703,0.285481,47.09,66.79,159.96,125.05,0.6492,259,8.642,103.0,66.0
True,333.97,173.54,0.56035,0.51648,318.78,153.0,349.15,194.08,0.6284,260,8.6753,333.0,153.0
True,333.85,173.5,0.56015,0.516377,318.46,152.84,349.24,194.17,0.6329,261,8.7087,333.0,152.0
True,333.9,173.54,0.560238,0.516475,318.78,153.05,349.02,194.02,0.6296,262,8.7421,333.0,153.0
True,333.94,173.65,0.560308,0.516806,318.92,153.16,348.97,194.13,0.6324,263,8.7754,333.0,153.0
True,333.84,173.71,0.560138,0.517006,318.71,153.23,348.98,194.2,0.6303,264,8.8088,333.0,153.0
True,333.85,173.89,0.56015,0.517537,318.54,153.46,349.16,194.32,0.6324,265,8.8422,333.0,153.0
True,333.95,173.76,0.560326,0.517137,318.9,153.42,349.01,194.1,0.631,266,8.8755,333.0,153.0
True,333.86,174.01,0.560166,0.517876,318.79,153.79,348.92,194.22,0.6354,267,8.9089,333.0,153.0
True,333.84,174.02,0.560141,0.517925,318.46,153.74,349.23,194.31,0.6374,268,8.9423,333.0,153.0
True,334.0,174.03,0.560402,0.517959,319.08,153.97,348.92,194.1,0.6335,269,8.9756,334.0,153.0
True,334.64,173.97,0.561474,0.517775,321.43,154.03,347.85,193.92,0.6329,270,9.009,334.0,154.0
True,334.6,174.03,0.561406,0.517949,321.35,154.09,347.84,193.97,0.6343,271,9.0424,334.0,154.0
True,334.55,173.97,0.561329,0.517755,321.29,153.9,347.82,194.03,0.6349,272,9.0757,334.0,153.0
True,334.55,173.97,0.561331,0.517782,321.29,153.92,347.81,194.03,0.6353,273,9.1091,334.0,153.0
True,334.55,173.79,0.561331,0.517244,321.18,153.5,347.92,194.09,0.629,274,9.1425,334.0,153.0
True,334.54,173.5,0.561316,0.516381,321.05,152.95,348.04,194.06,0.6233,275,9.1758,334.0,152.0
True,334.56,173.81,0.561338,0.517288,321.19,153.54,347.92,194.08,0.6295,276,9.2092,334.0,153.0
True,334.57,173.5,0.561356,0.516368,321.06,152.9,348.08,194.1,0.6237,277,9.2426,334.0,152.0
